name,name_of_building,Super_Area,Under_Construction,Transaction,Furnishing,Bathroom,price,builder
"3 BHK Villa for Sale in Ghatkesar, NH 2 2 Hyderabad",,"CARPET AREA
900 sqft","STATUS
Ready to Move","FLOOR
1 out of 5","TRANSACTION
Resale","FURNISHING
Furnished","₹
1.27 Cr",
3 BHK Villa for Sale in Medchal Hyderabad,,"CARPET AREA
1460 sqft","STATUS
Ready to Move","FLOOR
5 out of 6","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.50 Cr",
"3 BHK Builder Floor for Sale in Pragathi Nagar, Kukatpally Hyderabad",,"SUPER AREA
1200 sqft","STATUS
Ready to Move","FLOOR
2 out of 4","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.20 Cr",
3 BHK Apartment for Sale in Yapral Hyderabad,,"CARPET AREA
300 sqyrd","STATUS
Ready to Move","FLOOR
Ground out of 1","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
1.15 Cr",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,"SUPER AREA
1500 sqft","STATUS
Ready to Move","FLOOR
5 out of 5","TRANSACTION
Resale","FACING
North","₹
2 Cr",
2 BHK Apartment for Sale in Suchitra Road Hyderabad,,"SUPER AREA
1950 sqft","UNDER CONSTRUCTION
Poss. by Dec '25","FLOOR
9 out of 14","FURNISHING
Semi-Furnished","FACING
North","₹
74 Lac",
"3 BHK Apartment for Sale in Banjara Hills, NH 9 Hyderabad",,"CARPET AREA
60 sqyrd","STATUS
Ready to Move","TRANSACTION
Resale","FURNISHING
Unfurnished","FACING
West","₹
4.90 Cr",
3 BHK Apartment for Sale in Gachibowli Hyderabad,,"CARPET AREA
2600 sqft","STATUS
Ready to Move","TRANSACTION
Resale","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
2.60 Cr",
3 BHK Apartment for Sale in Raja Rajeshwara Nagar Hyderabad,,"SUPER AREA
2240 sqft","UNDER CONSTRUCTION
Poss. by Dec '24","FLOOR
2 out of 40","FURNISHING
Unfurnished","FACING
West","₹
2.40 Cr",
2 BHK Apartment for Sale in Mallampet Road Hyderabad,,"CARPET AREA
1210 sqft","STATUS
Ready to Move","TRANSACTION
Resale","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
60 Lac",
3 BHK Apartment for Sale in Hitech City Hyderabad,,"SUPER AREA
950 sqft","STATUS
Ready to Move","FLOOR
3 out of 4","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
6.99 Cr",
3 BHK Apartment for Sale in Satyanarayanapuram Colony Hyderabad,,"CARPET AREA
1350 sqft","STATUS
Ready to Move","FLOOR
3 out of 5","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
1.40 Cr",
3 BHK Apartment for Sale in Bandlaguda Jagir Hyderabad,,"SUPER AREA
1510 sqft","STATUS
Ready to Move","FLOOR
1 out of 28","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
98.3 Lac",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,"CARPET AREA
1100 sqft","STATUS
Ready to Move","FLOOR
3 out of 5","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
2.80 Cr",
3 BHK House for Sale in Dammaiguda Hyderabad,,"CARPET AREA
1300 sqft","STATUS
Ready to Move","FLOOR
8 out of 15","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.40 Cr",
"2 BHK Apartment for Sale in Sanath Nagar, NH 9 Hyderabad",,"CARPET AREA
1050 sqft","STATUS
Ready to Move","FLOOR
1 out of 5","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
97 Lac",
2 BHK Apartment for Sale in PNR Colony Ameenpur Hyderabad,,"SUPER AREA
1834 sqft","STATUS
Ready to Move","FLOOR
24 out of 30","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
94 Lac",
"3 BHK Apartment for Sale in LB Nagar, NH 9 Hyderabad",,"SUPER AREA
1260 sqft","STATUS
Ready to Move","FLOOR
1 out of 1","TRANSACTION
New Property","FURNISHING
Unfurnished","₹
1.11 Cr",
"3 BHK Apartment for Sale in Hill County, Nizampet Hyderabad",,"CARPET AREA
950 sqft","UNDER CONSTRUCTION
Poss. by Dec '25","FLOOR
6 out of 10","TRANSACTION
New Property","FURNISHING
Semi-Furnished","₹
1.83 Cr",
"3 BHK Apartment for Sale in Acharya Ng Ranga Agricultural University, Rajendra Nagar, NH 7 Hyderabad",,"CARPET AREA
860 sqft","STATUS
Ready to Move","FLOOR
1 out of 5","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.05 Cr",
3 BHK Apartment for Sale in Bandlaguda Jagir Hyderabad,,"SUPER AREA
1290 sqft","STATUS
Ready to Move","FLOOR
8 out of 30","TRANSACTION
Resale","FURNISHING
Furnished","₹
92 Lac",
2 BHK Apartment for Sale in Nizampet Hyderabad,,"SUPER AREA
3430 sqft","STATUS
Ready to Move","FLOOR
15 out of 34","FURNISHING
Unfurnished","BATHROOM
4","₹
62 Lac",
"2 BHK Apartment for Sale in Nalanda Nagar, Upparpally Hyderabad",,"SUPER AREA
1067 sqft","STATUS
Ready to Move","TRANSACTION
Resale","TRANSACTION
New Property","FURNISHING
Semi-Furnished","₹
75 Lac",
"3 BHK Apartment for Sale in Erragadda, NH 9 Hyderabad",,"CARPET AREA
1850 sqft","STATUS
Ready to Move","TRANSACTION
Resale","FURNISHING
Unfurnished","BATHROOM
2","₹
1.70 Cr",
2 BHK Apartment for Sale in Mahadevpur Colony Hyderabad,,"CARPET AREA
900 sqft","STATUS
Ready to Move","FLOOR
Ground out of 6","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
69.5 Lac",
3 BHK Apartment for Sale in Phase 5th KPHB Hyderabad,,"SUPER AREA
1220 sqft","FLOOR
5 out of 9","TRANSACTION
Resale","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
2.10 Cr",
"3 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",,"SUPER AREA
1370 sqft","STATUS
Ready to Move","FLOOR
4 out of 40","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
1.95 Cr",
3 BHK Apartment for Sale in Mallapur Hyderabad,,"SUPER AREA
1960 sqft","STATUS
Ready to Move","FLOOR
4 out of 22","TRANSACTION
Resale","FURNISHING
Furnished","₹
82 Lac",
"2 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",,"CARPET AREA
880 sqft","STATUS
Ready to Move","FLOOR
2 out of 2","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.20 Cr",
2 BHK Apartment for Sale in Manikonda Jagir Hyderabad,,"SUPER AREA
1234 sqft","STATUS
Ready to Move","FLOOR
2 out of 2","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
95 Lac",
"2 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad",,"SUPER AREA
1905 sqft","STATUS
Ready to Move","FLOOR
19 out of 36","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
52 Lac",
2 BHK Apartment for Sale in Shamirpet Hyderabad,,"CARPET AREA
1236 sqft","STATUS
Ready to Move","FLOOR
4 out of 5","TRANSACTION
New Property","FURNISHING
Unfurnished","₹
20 Lac",
2 BHK Builder Floor for Sale in Dammaiguda Hyderabad,,"SUPER AREA
1667 sqft","UNDER CONSTRUCTION
Poss. by Nov '24","FLOOR
2 out of 5","TRANSACTION
New Property","FURNISHING
Unfurnished","₹
58 Lac",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,"CARPET AREA
1436 sqft","STATUS
Ready to Move","FLOOR
3 out of 5","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
2.30 Cr",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,"CARPET AREA
1700 sqft","STATUS
Ready to Move","FLOOR
7 out of 34",,,"₹
2.12 Cr",
3 BHK Apartment for Sale in Manikonda Jagir Hyderabad,,"CARPET AREA
950 sqft","STATUS
Ready to Move","FLOOR
1 out of 5",,,"₹
2.20 Cr",
3 BHK Apartment for Sale in HUDA Layout Nalagandla Hyderabad,,,,,,,"₹
1.95 Cr",
2 BHK Builder Floor for Sale in Malkajgiri Hyderabad,,,,,,,"₹
38 Lac",
3 BHK Apartment for Sale in Shamshabad Hyderabad,,,,,,,"₹
1.24 Cr",
3 BHK Apartment for Sale in Hitech City Hyderabad,,,,,,,"₹
2.15 Cr",
"3 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",,,,,,,"₹
1 Cr",
3 BHK Apartment for Sale in Durga Nagar Colony Karmanghat Hyderabad,,,,,,,"₹
1.72 Cr",
"3 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",,,,,,,"₹
1.36 Cr",
"3 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad",,,,,,,"₹
1.16 Cr",
3 BHK Apartment for Sale in Adibatla Hyderabad,,,,,,,"₹
53.2 Lac",
3 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
1.49 Cr",
"2 BHK Apartment for Sale in Speed homes Sanarelli, Bachupally Hyderabad",,,,,,,"₹
61.1 Lac",
"2 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
1.45 Cr",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
2.45 Cr",
3 BHK Apartment for Sale in Izzathnagar Hyderabad,,,,,,,"₹
3.40 Cr",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
1.69 Cr",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
2.25 Cr",
3 BHK Apartment for Sale in Power Welfare Society Hyderabad,,,,,,,"₹
2.60 Cr",
"3 BHK Apartment for Sale in Somajiguda, NH 9 Hyderabad",,,,,,,"₹
4.50 Cr",
3 BHK Apartment for Sale in Serilingampalle M Hyderabad,,,,,,,"₹
1.60 Cr",
"3 BHK Apartment for Sale in Sanjeeva Reddy Nagar, NH 9 Hyderabad",,,,,,,"₹
95 Lac",
3 BHK Apartment for Sale in Osman Nagar Hyderabad,,,,,,,"₹
1.87 Cr",
3 BHK Apartment for Sale in Gundlapochampalli Hyderabad,,,,,,,"₹
86 Lac",
3 BHK Apartment for Sale in Madhapur Hyderabad,,,,,,,"₹
4.16 Cr",
2 BHK House for Sale in Amberpet Hyderabad,,,,,,,"₹
1.30 Cr",
2 BHK Apartment for Sale in Bheeramguda Ameenpur Hyderabad,,,,,,,"₹
57.8 Lac",
"3 BHK Villa for Sale in Kollur, Outer Ring Road Hyderabad",,,,,,,"₹
2.81 Cr",
"2 BHK Apartment for Sale in Moosapet, NH 9 Hyderabad",,,,,,,"₹
1.11 Cr",
2 BHK Apartment for Sale in Narepally Hyderabad,,,,,,,"₹
64.9 Lac",
2 BHK House for Sale in Beeramguda Ramachandrapuram Hyderabad,,,,,,,"₹
98 Lac",
3 BHK House for Sale in Gurram Guda Hyderabad,,,,,,,"₹
1.95 Cr",
3 BHK Apartment for Sale in Kompally Hyderabad,,,,,,,"₹
1.60 Cr",
3 BHK House for Sale in Yapral Hyderabad,,,,,,,"₹
10 Cr",
3 BHK Apartment for Sale in Ameenpur Hyderabad,,,,,,,"₹
76.7 Lac",
"3 BHK Apartment for Sale in Abhudaya Nagar Colony, Bandlaguda Hyderabad",,,,,,,"₹
79 Lac",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
1.94 Cr",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
3.12 Cr",
2 BHK Apartment for Sale in Bachupally Hyderabad,,,,,,,"₹
64.4 Lac",
2 BHK Apartment for Sale in Kanajiguda Hyderabad,,,,,,,"₹
53 Lac",
2 BHK House for Sale in Balapur Hyderabad,,,,,,,"₹
66 Lac",
3 BHK Apartment for Sale in Gokul Enclave Hyderabad,,,,,,,"₹
1.67 Cr",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
2.14 Cr",
"3 BHK Apartment for Sale in Umdanagar, Rajendra Nagar Hyderabad",,,,,,,"₹
1.85 Cr",
3 BHK Apartment for Sale in Ayyappa Colony Siddhi Vinayak Nagar Hyderabad,,,,,,,"₹
80 Lac",
"3 BHK Villa for Sale in Tukkuguda, Srisailam Highway Hyderabad",,,,,,,"₹
3.60 Cr",
"2 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
1.52 Cr",
2 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
75 Lac",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
3.06 Cr",
3 BHK Apartment for Sale in Shirdi Enclave Yapral Hyderabad,,,,,,,"₹
1.28 Cr",
3 BHK Apartment for Sale in Narsingi Puppalaguda Main Road Hyderabad,,,,,,,"₹
2.53 Cr",
"3 BHK Apartment for Sale in Manchirevula, Outer Ring Road Hyderabad",,,,,,,"₹
1.04 Cr",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
2.20 Cr",
3 BHK Apartment for Sale in Hitech City Hyderabad,,,,,,,"₹
5.75 Cr",
"3 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad",,,,,,,"₹
96 Lac",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
1.85 Cr",
3 BHK Apartment for Sale in Puppalguda Hyderabad,,,,,,,"₹
1.50 Cr",
"3 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",,,,,,,"₹
1.75 Cr",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
2.67 Cr",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
2.30 Cr",
"3 BHK Villa for Sale in Tellapur, Outer Ring Road Hyderabad",,,,,,,"₹
3.90 Cr",
3 BHK Apartment for Sale in Kaziguda Hyderabad,,,,,,,"₹
69 Lac",
3 BHK Apartment for Sale in Chanda Nagar Hyderabad,,,,,,,"₹
1.25 Cr",
3 BHK Apartment for Sale in MVM Hights Hyderabad,,,,,,,"₹
1.49 Cr",
3 BHK Apartment for Sale in Puppalguda Hyderabad,,,,,,,"₹
2.06 Cr",
3 BHK Apartment for Sale in Begampet Hyderabad,,,,,,,"₹
1.83 Cr",
"3 BHK Apartment for Sale in Manchirevula, Outer Ring Road Hyderabad",,,,,,,"₹
1.85 Cr",
2 BHK Apartment for Sale in Kothapet Hyderabad,,,,,,,"₹
53 Lac",
2 BHK Apartment for Sale in Kompally Hyderabad,,,,,,,"₹
59.8 Lac",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
1.88 Cr",
3 BHK Apartment for Sale in vpm Hyderabad,,,,,,,"₹
66 Lac",
3 BHK Apartment for Sale in Gopanpalle Hyderabad,,,,,,,"₹
1.95 Cr",
"2 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
81 Lac",
2 BHK Apartment for Sale in Adarsh Nagar Gurumurthy Nagar Hyderabad,,,,,,,"₹
89 Lac",
"2 BHK Apartment for Sale in Saroornagar, NH 9 Hyderabad",,,,,,,"₹
35 Lac",
"2 BHK Apartment for Sale in Miyapur, NH 9 Hyderabad",,,,,,,"₹
57 Lac",
2 BHK Apartment for Sale in Gajularamaram Hyderabad,,,,,,,"₹
46 Lac",
"2 BHK Apartment for Sale in Miyapur, NH 9 Hyderabad",,,,,,,"₹
1.10 Cr",
3 BHK Apartment for Sale in LNR Enclave Samathapuri New Nagole Hyderabad,,,,,,,"₹
1.15 Cr",
2 BHK Apartment for Sale in Hyderabad,,,,,,,"₹
42.8 Lac",
3 BHK Builder Floor for Sale in Bachupally Hyderabad,,,,,,,"₹
98 Lac",
2 BHK House for Sale in Rampally Hyderabad,,,,,,,"₹
92 Lac",
"2 BHK Apartment for Sale in Ameerpet, NH 9 Hyderabad",,,,,,,"₹
63 Lac",
"3 BHK Apartment for Sale in Kukatpally, NH 9 Hyderabad",,,,,,,"₹
2 Cr",
"2 BHK Apartment for Sale in Indresham, Bachuguda Hyderabad",,,,,,,"₹
37 Lac",
3 BHK Villa for Sale in Nagole Hyderabad,,,,,,,"₹
5 Cr",
"3 BHK Builder Floor for Sale in Manasa Hills, Rajendra Nagar Hyderabad",,,,,,,"₹
3.25 Cr",
2 BHK Apartment for Sale in Bandlaguda Jagir Hyderabad,,,,,,,"₹
58 Lac",
3 BHK Villa for Sale in Kondakal Hyderabad,,,,,,,"₹
2.60 Cr",
"3 BHK Apartment for Sale in Pocharam, NH 2 2 Hyderabad",,,,,,,"₹
60 Lac",
2 BHK Apartment for Sale in Upperpally Hyderabad,,,,,,,"₹
92 Lac",
2 BHK Apartment for Sale in Bandari Layout Hyderabad,,,,,,,"₹
54 Lac",
3 BHK Apartment for Sale in Chengicherla Hyderabad,,,,,,,"₹
69.5 Lac",
2 BHK Apartment for Sale in Bachupally Hyderabad,,,,,,,"₹
98 Lac",
3 BHK Apartment for Sale in Nizampet Hyderabad,,,,,,,"₹
70 Lac",
3 BHK Apartment for Sale in H. No. 2-2-12 /4 Flat no 502. 3 BHK 1410 Sq. Ft. East facing with Vastu compliance. One car parking Hyderabad,,,,,,,"₹
1.50 Cr",
3 BHK Villa for Sale in Beeramguda Ramachandrapuram Hyderabad,,,,,,,"₹
1.55 Cr",
"3 BHK Apartment for Sale in Uppal, NH 2 2 Hyderabad",,,,,,,"₹
1.50 Cr",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
2.65 Cr",
"3 BHK Apartment for Sale in Kukatpally, NH 9 Hyderabad",,,,,,,"₹
1.05 Cr",
2 BHK Apartment for Sale in Vijayapuri Colony Tarnaka Hyderabad,,,,,,,"₹
52 Lac",
2 BHK Apartment for Sale in Kharmanghat Hyderabad,,,,,,,"₹
72.5 Lac",
2 BHK House for Sale in Cheeriyal Hyderabad,,,,,,,"₹
55 Lac",
2 BHK House for Sale in Narepally Hyderabad,,,,,,,"₹
90 Lac",
2 BHK Apartment for Sale in Nagole Hyderabad,,,,,,,"₹
72.3 Lac",
3 BHK Apartment for Sale in Nizampet Hyderabad,,,,,,,"₹
1.40 Cr",
3 BHK House for Sale in Medchal Hyderabad,,,,,,,"₹
1.12 Cr",
"2 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",,,,,,,"₹
1.23 Cr",
3 BHK Apartment for Sale in Gajularamaram Hyderabad,,,,,,,"₹
1.20 Cr",
2 BHK Apartment for Sale in Bandlaguda Jagir Hyderabad,,,,,,,"₹
1.13 Cr",
3 BHK Apartment for Sale in Snehapuri Colony Borabanda Hyderabad,,,,,,,"₹
1.51 Cr",
2 BHK Apartment for Sale in Arunodaya Colony Vittal Rao Nagar Hyderabad,,,,,,,"₹
60 Lac",
3 BHK House for Sale in Majeedpur Hyderabad,,,,,,,"₹
2 Cr",
3 BHK Apartment for Sale in Chanda Nagar Hyderabad,,,,,,,"₹
1.95 Cr",
3 BHK House for Sale in Kushaiguda Hyderabad,,,,,,,"₹
1.70 Cr",
"2 BHK Apartment for Sale in Tukkuguda, Srisailam Highway Hyderabad",,,,,,,"₹
60 Lac",
"3 BHK House for Sale in Ragannaguda, Outer Ring Road Hyderabad",,,,,,,"₹
1.20 Cr",
3 BHK Apartment for Sale in Satamrai Hyderabad,,,,,,,"₹
1.95 Cr",
"3 BHK Apartment for Sale in Pragathi Nagar, Kukatpally Hyderabad",,,,,,,"₹
1.10 Cr",
"3 BHK House for Sale in Kukatpally, NH 9 Hyderabad",,,,,,,"₹
1.90 Cr",
3 BHK Apartment for Sale in Mohan Nagar Kothapet Hyderabad,,,,,,,"₹
1.40 Cr",
"3 BHK Villa for Sale in LB Nagar, NH 9 Hyderabad",,,,,,,"₹
3 Cr",
3 BHK House for Sale in Kondakal Hyderabad,,,,,,,"₹
1.50 Cr",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
2.50 Cr",
3 BHK Apartment for Sale in Mithila Nagar Pragathi Nagar Hyderabad,,,,,,,"₹
85 Lac",
3 BHK Apartment for Sale in Begumpet Hyderabad,,,,,,,"₹
1.40 Cr",
2 BHK Apartment for Sale in Singareni Colony Hyderabad,,,,,,,"₹
50 Lac",
2 BHK Apartment for Sale in New Nallakunta Hyderabad,,,,,,,"₹
65 Lac",
"3 BHK Villa for Sale in Mallampet, Outer Ring Road Hyderabad",,,,,,,"₹
1.20 Cr",
3 BHK Apartment for Sale in Kompally Hyderabad,,,,,,,"₹
1 Cr",
3 BHK Apartment for Sale in Singapore Township Hyderabad,,,,,,,"₹
70 Lac",
"3 BHK Apartment for Sale in Banjara Hills, NH 9 Hyderabad",,,,,,,"₹
5.50 Cr",
3 BHK Apartment for Sale in Hyderguda Hyderabad,,,,,,,"₹
1.40 Cr",
2 BHK Apartment for Sale in Patancheruvu Hyderabad,,,,,,,"₹
68 Lac",
3 BHK Villa for Sale in Patancheruvu Hyderabad,,,,,,,"₹
2.70 Cr",
"2 BHK Apartment for Sale in Yella Reddy Guda, NH 9 Hyderabad",,,,,,,"₹
56 Lac",
"2 BHK Apartment for Sale in Kukatpally, NH 9 Hyderabad",,,,,,,"₹
85 Lac",
"3 BHK Apartment for Sale in Muppas Panchavati Colony, Manikonda, Outer Ring Road Hyderabad",,,,,,,"₹
90 Lac",
3 BHK Apartment for Sale in Gopanpally Hyderabad,,,,,,,"₹
1.42 Cr",
2 BHK Apartment for Sale in Ashok Nagar Cherlapalli Hyderabad,,,,,,,"₹
31 Lac",
3 BHK Apartment for Sale in Weaker Section Colony Khanammet Hyderabad,,,,,,,"₹
2.25 Cr",
"3 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",,,,,,,"₹
1.10 Cr",
2 BHK Apartment for Sale in Madhapur Hyderabad,,,,,,,"₹
89 Lac",
"3 BHK Apartment for Sale in Pragathi Nagar, Kukatpally Hyderabad",,,,,,,"₹
1.36 Cr",
2 BHK Apartment for Sale in Gachibowli Hyderabad,,,,,,,"₹
1.25 Cr",
"3 BHK Apartment for Sale in Uppal, NH 2 2 Hyderabad",,,,,,,"₹
1.08 Cr",
2 BHK House for Sale in Dewan dewdi Hyderabad,,,,,,,"₹
50 Lac",
2 BHK Apartment for Sale in Shamshabad Hyderabad,,,,,,,"₹
1.40 Cr",
"2 BHK Apartment for Sale in Yousufguda, NH 9 Hyderabad",,,,,,,"₹
65 Lac",
"2 BHK Apartment for Sale in Pocharam, NH 2 2 Hyderabad",,,,,,,"₹
76 Lac",
"2 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
74.8 Lac",
2 BHK Apartment for Sale in Nandigaon Hyderabad,,,,,,,"₹
50 Lac",
"3 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",,,,,,,"₹
1.80 Cr",
"2 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
79.5 Lac",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
1.13 Cr",
"2 BHK Apartment for Sale in Gundlapochampally, Outer Ring Road Hyderabad",,,,,,,"₹
90 Lac",
"3 BHK Apartment for Sale in Uppal, NH 2 2 Hyderabad",,,,,,,"₹
1.10 Cr",
2 BHK Apartment for Sale in Suraram Hyderabad,,,,,,,"₹
50 Lac",
3 BHK Apartment for Sale in Saidabad Hyderabad,,,,,,,"₹
99.3 Lac",
3 BHK House for Sale in NFC Nagar Hyderabad,,,,,,,"₹
1.15 Cr",
2 BHK Apartment for Sale in Gowdavalli Hyderabad,,,,,,,"₹
60 Lac",
2 BHK House for Sale in Bongulur Hyderabad,,,,,,,"₹
65 Lac",
3 BHK Apartment for Sale in Attapur Hyderabad,,,,,,,"₹
56 Lac",
2 BHK Apartment for Sale in Gopanpalle Hyderabad,,,,,,,"₹
90 Lac",
"3 BHK Apartment for Sale in Kukatpally, NH 9 Hyderabad",,,,,,,"₹
2.20 Cr",
2 BHK Apartment for Sale in Nagaram Hyderabad,,,,,,,"₹
33 Lac",
2 BHK Apartment for Sale in New Nallakunta Hyderabad,,,,,,,"₹
68 Lac",
3 BHK Apartment for Sale in P and T Colony Bandlaguda Jagir Hyderabad,,,,,,,"₹
76.2 Lac",
3 BHK House for Sale in Yapral Hyderabad,,,,,,,"₹
1.85 Cr",
2 BHK Apartment for Sale in Kachavani Singaram Hyderabad,,,,,,,"₹
37 Lac",
3 BHK Apartment for Sale in Puppalguda Hyderabad,,,,,,,"₹
1.54 Cr",
"3 BHK Apartment for Sale in Ameerpet, NH 9 Hyderabad",,,,,,,"₹
1.50 Cr",
"3 BHK Apartment for Sale in Sri Maruthi Nagar Colony, Serilingampally Hyderabad",,,,,,,"₹
1.27 Cr",
3 BHK Apartment for Sale in Nanakaramguda Hyderabad,,,,,,,"₹
1.80 Cr",
3 BHK Apartment for Sale in Chanda Nagar Hyderabad,,,,,,,"₹
1.30 Cr",
3 BHK Villa for Sale in Medchal Hyderabad,,,,,,,"₹
1.60 Cr",
"3 BHK Apartment for Sale in Hyder Nagar, NH 9 Hyderabad",,,,,,,"₹
1.55 Cr",
3 BHK Apartment for Sale in Shaikpet Hyderabad,,,,,,,"₹
4.31 Cr",
"3 BHK House for Sale in Suraram Village, Suraram Hyderabad",,,,,,,"₹
90 Lac",
3 BHK Apartment for Sale in Sainikpuri Hyderabad,,,,,,,"₹
60 Lac",
2 BHK Apartment for Sale in Tirumalagiri Hyderabad,,,,,,,"₹
1.50 Cr",
2 BHK Apartment for Sale in Bachupally Hyderabad,,,,,,,"₹
96 Lac",
3 BHK House for Sale in HAL Colony Old Bowenpally Hyderabad,,,,,,,"₹
1.40 Cr",
3 BHK Apartment for Sale in Nanakaramguda Hyderabad,,,,,,,"₹
2.80 Cr",
2 BHK Apartment for Sale in Appa Junction Area Hyderabad,,,,,,,"₹
1.30 Cr",
3 BHK Apartment for Sale in PJR Layout Hyderabad,,,,,,,"₹
76.8 Lac",
2 BHK House for Sale in Thumukunta Hyderabad,,,,,,,"₹
1.05 Cr",
"3 BHK House for Sale in Gundlapochampally, Outer Ring Road Hyderabad",,,,,,,"₹
2.80 Cr",
"3 BHK Apartment for Sale in Malakpet, NH 9 Hyderabad",,,,,,,"₹
1.11 Cr",
3 BHK Apartment for Sale in Nanakaramguda Hyderabad,,,,,,,"₹
2.30 Cr",
2 BHK Apartment for Sale in Madhura Nagar Hyderabad,,,,,,,"₹
90 Lac",
2 BHK House for Sale in Shamirpet Hyderabad,,,,,,,"₹
55 Lac",
3 BHK Apartment for Sale in Upperpally Hyderabad,,,,,,,"₹
95 Lac",
"2 BHK Apartment for Sale in Isnapur, Outer Ring Road Hyderabad",,,,,,,"₹
52 Lac",
3 BHK Villa for Sale in Cherlapalli Hyderabad,,,,,,,"₹
1.55 Cr",
3 BHK Apartment for Sale in Nagole Hyderabad,,,,,,,"₹
83 Lac",
"2 BHK Apartment for Sale in Muthangi, NH 9 Hyderabad",,,,,,,"₹
55 Lac",
2 BHK House for Sale in Chintal Hyderabad,,,,,,,"₹
1.20 Cr",
"2 BHK Apartment for Sale in Gagan Mahal, Himayath Nagar, NH 7 Hyderabad",,,,,,,"₹
78 Lac",
3 BHK Villa for Sale in Bandlaguda Jagir Hyderabad,,,,,,,"₹
4.49 Cr",
"2 BHK Apartment for Sale in Hyder Shah Kote, Chevella Road Hyderabad",,,,,,,"₹
88 Lac",
"3 BHK Villa for Sale in Kollur, Outer Ring Road Hyderabad",,,,,,,"₹
3.10 Cr",
