name,name_of_building,Super_Area,Under_Construction,Transaction,Furnishing,Bathroom,price,builder
"3 BHK Villa for Sale in Tellapur, Outer Ring Road Hyderabad",,,,,,,"₹
5.55 Cr",
3 BHK Apartment for Sale in Malkajgiri Hyderabad,,,,,,,"₹
91.8 Lac",
"3 BHK Apartment for Sale in Financial District, Nanakram Guda Hyderabad",,,,,,,"₹
1.94 Cr",
3 BHK Apartment for Sale in Kompally Hyderabad,,,,,,,"₹
1.15 Cr",
2 BHK Apartment for Sale in Puppalguda Hyderabad,,,,,,,"₹
68 Lac",
2 BHK Apartment for Sale in Moti Nagar Erragadda Hyderabad,,,,,,,"₹
73 Lac",
3 BHK Apartment for Sale in Khajaguda Hyderabad,,,,,,,"₹
1.65 Cr",
2 BHK Apartment for Sale in Friends Colony Jai Hind Nagar Colony Hyderabad,,,,,,,"₹
45 Lac",
3 BHK Apartment for Sale in ECIL Hyderabad,,,,,,,"₹
84 Lac",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
2.20 Cr",
3 BHK Villa for Sale in Siddapur Hyderabad,,,,,,,"₹
2.50 Cr",
3 BHK Apartment for Sale in Masjid Banda Hyderabad,,,,,,,"₹
1.70 Cr",
"3 BHK Apartment for Sale in Somajiguda, NH 9 Hyderabad",,,,,,,"₹
1.25 Cr",
3 BHK Apartment for Sale in Film Nagar Hyderabad,,,,,,,"₹
3.15 Cr",
3 BHK Villa for Sale in Bacharam Hyderabad,,,,,,,"₹
1.25 Cr",
3 BHK Apartment for Sale in Hitech City Hyderabad,,,,,,,"₹
8.11 Cr",
3 BHK Apartment for Sale in Madhapur Hyderabad,,,,,,,"₹
1.34 Cr",
2 BHK Apartment for Sale in Hafeezpet Road Hyderabad,,,,,,,"₹
1 Cr",
2 BHK Apartment for Sale in Bachupally Hyderabad,,,,,,,"₹
57 Lac",
3 BHK Apartment for Sale in Kharmanghat Hyderabad,,,,,,,"₹
1.40 Cr",
2 BHK Apartment for Sale in Gopanpalle Hyderabad,,,,,,,"₹
1.27 Cr",
2 BHK Apartment for Sale in BSNL Dwelling Society Apartments Hyderabad,,,,,,,"₹
60 Lac",
"3 BHK Apartment for Sale in Banjara Hills, NH 9 Hyderabad",,,,,,,"₹
1.35 Cr",
2 BHK Apartment for Sale in Alwal Hyderabad,,,,,,,"₹
55 Lac",
2 BHK Apartment for Sale in BalReddy Nagar Toli Chowki Hyderabad,,,,,,,"₹
55 Lac",
3 BHK Apartment for Sale in Power Welfare Society Hyderabad,,,,,,,"₹
2.14 Cr",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
1.50 Cr",
3 BHK House for Sale in Dammaiguda Hyderabad,,,,,,,"₹
1.75 Cr",
3 BHK Apartment for Sale in Kandlakoya Hyderabad,,,,,,,"₹
75 Lac",
2 BHK Apartment for Sale in Nizampet Hyderabad,,,,,,,"₹
54 Lac",
2 BHK House for Sale in PNR Colony Ameenpur Hyderabad,,,,,,,"₹
1.88 Cr",
"2 BHK Apartment for Sale in Uppal, NH 2 2 Hyderabad",,,,,,,"₹
38 Lac",
3 BHK Apartment for Sale in Kompally Hyderabad,,,,,,,"₹
1.50 Cr",
3 BHK Apartment for Sale in Hitech City Hyderabad,,,,,,,"₹
2.10 Cr",
"2 BHK Apartment for Sale in Pragathi Nagar, Kukatpally Hyderabad",,,,,,,"₹
53 Lac",
3 BHK Apartment for Sale in Sainikpuri Hyderabad,,,,,,,"₹
1.35 Cr",
3 BHK Apartment for Sale in Kompally Hyderabad,,,,,,,"₹
1.60 Cr",
3 BHK Apartment for Sale in Mettuguda Hyderabad,,,,,,,"₹
85 Lac",
3 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
3.43 Cr",
2 BHK Apartment for Sale in Sai Anurag Colony Hyderabad,,,,,,,"₹
90 Lac",
3 BHK Apartment for Sale in Himayatnagar Hyderabad,,,,,,,"₹
1.20 Cr",
"3 BHK Apartment for Sale in Banjara Hills, NH 9 Hyderabad",,,,,,,"₹
3 Cr",
2 BHK Apartment for Sale in Chanda Nagar Hyderabad,,,,,,,"₹
1.09 Cr",
3 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
2.40 Cr",
3 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
1.42 Cr",
"3 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",,,,,,,"₹
1.82 Cr",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
2.05 Cr",
"2 BHK Apartment for Sale in Pragathi Nagar, Kukatpally Hyderabad",,,,,,,"₹
58 Lac",
3 BHK House for Sale in Ward No 7 Secunderabad Hyderabad,,,,,,,"₹
3.75 Cr",
"2 BHK Villa for Sale in Annaram, Nagole Hyderabad",,,,,,,"₹
1 Cr",
"3 BHK Apartment for Sale in LB Nagar, NH 9 Hyderabad",,,,,,,"₹
1.35 Cr",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
1.70 Cr",
2 BHK Apartment for Sale in Turkayamjal Hyderabad,,,,,,,"₹
49 Lac",
3 BHK Apartment for Sale in Attapur Hyderabad,,,,,,,"₹
99 Lac",
2 BHK Apartment for Sale in Kompally Hyderabad,,,,,,,"₹
55 Lac",
"3 BHK Apartment for Sale in Gagan Mahal, Himayath Nagar, NH 7 Hyderabad",,,,,,,"₹
1.10 Cr",
"3 BHK Apartment for Sale in LB Nagar, NH 9 Hyderabad",,,,,,,"₹
1.50 Cr",
"2 BHK Apartment for Sale in New Bowenpally, NH 7 Hyderabad",,,,,,,"₹
55 Lac",
2 BHK House for Sale in Medchal Hyderabad,,,,,,,"₹
70 Lac",
2 BHK Apartment for Sale in Bachupally Hyderabad,,,,,,,"₹
75 Lac",
"3 BHK House for Sale in Isnapur, Outer Ring Road Hyderabad",,,,,,,"₹
68 Lac",
"2 BHK House for Sale in Aushapur, NH 2 2 Hyderabad",,,,,,,"₹
64 Lac",
"3 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad",,,,,,,"₹
1.12 Cr",
2 BHK Apartment for Sale in Whitefields Hyderabad,,,,,,,"₹
2.10 Cr",
"2 BHK House for Sale in Pragathi Nagar, Kukatpally Hyderabad",,,,,,,"₹
55 Lac",
"3 BHK Apartment for Sale in Uppal, NH 2 2 Hyderabad",,,,,,,"₹
76 Lac",
3 BHK Villa for Sale in Mokila Hyderabad,,,,,,,"₹
3.30 Cr",
3 BHK Apartment for Sale in Nalagandla Hyderabad,,,,,,,"₹
1.78 Cr",
2 BHK Apartment for Sale in Bhagya Lakshmi Colony Hyderabad,,,,,,,"₹
55 Lac",
2 BHK House for Sale in Rampally Hyderabad,,,,,,,"₹
55 Lac",
"3 BHK Apartment for Sale in Uppal, NH 2 2 Hyderabad",,,,,,,"₹
80 Lac",
3 BHK Apartment for Sale in Nalagandla Hyderabad,,,,,,,"₹
1.92 Cr",
2 BHK Apartment for Sale in Gachibowli Hyderabad,,,,,,,"₹
1 Cr",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
2.24 Cr",
3 BHK Villa for Sale in Kardanur Hyderabad,,,,,,,"₹
1.39 Cr",
"3 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",,,,,,,"₹
1.10 Cr",
3 BHK Apartment for Sale in Gachibowli Hyderabad,,,,,,,"₹
2.50 Cr",
"2 BHK Apartment for Sale in Rama Krishna Puram, Hayathnagar, NH 9 Hyderabad",,,,,,,"₹
80 Lac",
"2 BHK House for Sale in Kalimandir, Bandlaguda Hyderabad",,,,,,,"₹
1.20 Cr",
"2 BHK Apartment for Sale in Boduppal, NH 2 2 Hyderabad",,,,,,,"₹
42 Lac",
2 BHK Apartment for Sale in Patancheruvu Hyderabad,,,,,,,"₹
58 Lac",
2 BHK Apartment for Sale in Adibatla Hyderabad,,,,,,,"₹
34 Lac",
"2 BHK House for Sale in Tellapur, Outer Ring Road Hyderabad",,,,,,,"₹
2 Cr",
2 BHK House for Sale in Baban Basthi Hyderabad,,,,,,,"₹
70 Lac",
3 BHK Apartment for Sale in Kompally Hyderabad,,,,,,,"₹
93.5 Lac",
"3 BHK Apartment for Sale in Quthbullapur, NH 7 Hyderabad",,,,,,,"₹
64 Lac",
2 BHK Apartment for Sale in Dilsukhnagar Hyderabad,,,,,,,"₹
55.3 Lac",
"3 BHK Apartment for Sale in LB Nagar, NH 9 Hyderabad",,,,,,,"₹
78 Lac",
2 BHK Apartment for Sale in Bachupally Hyderabad,,,,,,,"₹
88 Lac",
"3 BHK Apartment for Sale in Miyapur, NH 9 Hyderabad",,,,,,,"₹
1.85 Cr",
3 BHK Apartment for Sale in Mehdipatnam Hyderabad,,,,,,,"₹
98 Lac",
3 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
2.39 Cr",
2 BHK Apartment for Sale in Lanco Hills Road Hyderabad,,,,,,,"₹
48 Lac",
3 BHK Villa for Sale in Kompally Hyderabad,,,,,,,"₹
1.30 Cr",
"3 BHK Villa for Sale in Kollur, Outer Ring Road Hyderabad",,,,,,,"₹
2.50 Cr",
"2 BHK Apartment for Sale in Miyapur, NH 9 Hyderabad",,,,,,,"₹
67 Lac",
2 BHK Apartment for Sale in West Marredpally Hyderabad,,,,,,,"₹
70 Lac",
"2 BHK Apartment for Sale in Manchirevula, Outer Ring Road Hyderabad",,,,,,,"₹
1.20 Cr",
3 BHK Apartment for Sale in Toli Chowki Hyderabad,,,,,,,"₹
90 Lac",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
2.50 Cr",
2 BHK Apartment for Sale in PJR Layout Hyderabad,,,,,,,"₹
72.6 Lac",
2 BHK Apartment for Sale in Padmasri Hills Hyderabad,,,,,,,"₹
59 Lac",
2 BHK Apartment for Sale in Sainikpuri Hyderabad,,,,,,,"₹
55 Lac",
2 BHK Apartment for Sale in Kothapet Hyderabad,,,,,,,"₹
60 Lac",
2 BHK Apartment for Sale in Nizampet Hyderabad,,,,,,,"₹
52 Lac",
3 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
1.35 Cr",
3 BHK Apartment for Sale in Adarsh Nagar Uppal Hyderabad,,,,,,,"₹
76 Lac",
2 BHK Apartment for Sale in Sainikpuri Hyderabad,,,,,,,"₹
48 Lac",
3 BHK Apartment for Sale in Beeramguda Ramachandrapuram Hyderabad,,,,,,,"₹
57 Lac",
2 BHK Apartment for Sale in Krishna Reddy Pet Hyderabad,,,,,,,"₹
52 Lac",
"2 BHK Apartment for Sale in Kukatpally, NH 9 Hyderabad",,,,,,,"₹
69 Lac",
2 BHK Apartment for Sale in Bapuji Nagar Walker Town Hyderabad,,,,,,,"₹
65 Lac",
3 BHK Apartment for Sale in Madhapur Hyderabad,,,,,,,"₹
95 Lac",
"2 BHK Apartment for Sale in Isnapur, Outer Ring Road Hyderabad",,,,,,,"₹
40 Lac",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
2.70 Cr",
"2 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
1.30 Cr",
3 BHK Apartment for Sale in Gachibowli Hyderabad,,,,,,,"₹
3.07 Cr",
3 BHK Apartment for Sale in Nalagandla Hyderabad,,,,,,,"₹
1.68 Cr",
2 BHK Apartment for Sale in Nagole Hyderabad,,,,,,,"₹
61 Lac",
"3 BHK Apartment for Sale in Miyapur, NH 9 Hyderabad",,,,,,,"₹
1.58 Cr",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
1.60 Cr",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
2.60 Cr",
2 BHK Apartment for Sale in Begampet Hyderabad,,,,,,,"₹
60 Lac",
"2 BHK Apartment for Sale in Hill County, Nizampet Hyderabad",,,,,,,"₹
58 Lac",
3 BHK Apartment for Sale in Sayeedabad Colony Hyderabad,,,,,,,"₹
65 Lac",
2 BHK Apartment for Sale in Anand Nagar Bandlaguda Hyderabad,,,,,,,"₹
65 Lac",
3 BHK Apartment for Sale in Nagole Hyderabad,,,,,,,"₹
60 Lac",
"3 BHK Apartment for Sale in Boduppal, NH 2 2 Hyderabad",,,,,,,"₹
75 Lac",
2 BHK Apartment for Sale in Kompally Hyderabad,,,,,,,"₹
86 Lac",
3 BHK Villa for Sale in Patancheruvu Hyderabad,,,,,,,"₹
1.85 Cr",
3 BHK Apartment for Sale in Mallapur Hyderabad,,,,,,,"₹
83 Lac",
2 BHK Apartment for Sale in Ameenpur Hyderabad,,,,,,,"₹
61 Lac",
3 BHK Apartment for Sale in Masab Tank Hyderabad,,,,,,,"₹
1.50 Cr",
2 BHK Apartment for Sale in ECIL Hyderabad,,,,,,,"₹
49 Lac",
3 BHK Apartment for Sale in Bandlaguda Nagole Hyderabad,,,,,,,"₹
96.5 Lac",
2 BHK Apartment for Sale in Nagaram Hyderabad,,,,,,,"₹
36 Lac",
"2 BHK Apartment for Sale in Pragathi Nagar, Kukatpally Hyderabad",,,,,,,"₹
51.5 Lac",
2 BHK Apartment for Sale in Bandlaguda Hyderabad,,,,,,,"₹
52 Lac",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
1.72 Cr",
"2 BHK Apartment for Sale in Uppal, NH 2 2 Hyderabad",,,,,,,"₹
66 Lac",
3 BHK Apartment for Sale in sahasra Vihar Hyderabad,,,,,,,"₹
1.40 Cr",
3 BHK Apartment for Sale in Chanda Nagar Hyderabad,,,,,,,"₹
1.16 Cr",
3 BHK Apartment for Sale in Asif Nagar Hyderabad,,,,,,,"₹
45 Lac",
3 BHK Apartment for Sale in Attapur Hyderabad,,,,,,,"₹
78 Lac",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
2.38 Cr",
3 BHK Apartment for Sale in Velmala Hyderabad,,,,,,,"₹
40 Lac",
3 BHK Apartment for Sale in Patancheruvu Hyderabad,,,,,,,"₹
85 Lac",
2 BHK House for Sale in fortune village khasimpur zaheerabad Hyderabad,,,,,,,"₹
25 Lac",
2 BHK Apartment for Sale in Adibatla Hyderabad,,,,,,,"₹
47.9 Lac",
2 BHK Apartment for Sale in Adibatla Hyderabad,,,,,,,"₹
45 Lac",
2 BHK Apartment for Sale in Shamshabad Hyderabad,,,,,,,"₹
40 Lac",
2 BHK Apartment for Sale in Bachupally Hyderabad,,,,,,,"₹
55.8 Lac",
2 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
1.45 Cr",
3 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
2.24 Cr",
"2 BHK Apartment for Sale in Manchirevula, Outer Ring Road Hyderabad",,,,,,,"₹
97.5 Lac",
3 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
2.12 Cr",
"3 BHK Apartment for Sale in Leela Nagar, Ameerpet Hyderabad",,,,,,,"₹
1.30 Cr",
3 BHK Villa for Sale in Mokila Hyderabad,,,,,,,"₹
2.25 Cr",
2 BHK Apartment for Sale in Nizampet Hyderabad,,,,,,,"₹
47 Lac",
3 BHK Villa for Sale in Adibatla Hyderabad,,,,,,,"₹
1.30 Cr",
3 BHK Apartment for Sale in Sainikpuri Hyderabad,,,,,,,"₹
59 Lac",
2 BHK Apartment for Sale in Shamirpet Hyderabad,,,,,,,"₹
28 Lac",
3 BHK Apartment for Sale in Hitech City Hyderabad,,,,,,,"₹
2 Cr",
3 BHK Apartment for Sale in Hitech City Hyderabad,,,,,,,"₹
8.11 Cr",
2 BHK Apartment for Sale in Manikonda Jagir Hyderabad,,,,,,,"₹
70 Lac",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
2.35 Cr",
3 BHK House for Sale in Rampally Hyderabad,,,,,,,"₹
85 Lac",
3 BHK Apartment for Sale in Attapur Hyderabad,,,,,,,"₹
85 Lac",
3 BHK Villa for Sale in Beeramguda Ramachandrapuram Hyderabad,,,,,,,"₹
1.59 Cr",
3 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
1.30 Cr",
3 BHK Apartment for Sale in Gachibowli Hyderabad,,,,,,,"₹
1.15 Cr",
"3 BHK Villa for Sale in Tukkuguda, Srisailam Highway Hyderabad",,,,,,,"₹
1.25 Cr",
3 BHK Apartment for Sale in Manikonda Jagir Hyderabad,,,,,,,"₹
1.10 Cr",
2 BHK Apartment for Sale in Kalyanpuri Hyderabad,,,,,,,"₹
63 Lac",
2 BHK Apartment for Sale in Mayuri Nagar Miyapur Hyderabad,,,,,,,"₹
97 Lac",
2 BHK Apartment for Sale in Shanthi Nagar Patancheruvu Hyderabad,,,,,,,"₹
50 Lac",
2 BHK Apartment for Sale in Kothapet Hyderabad,,,,,,,"₹
55 Lac",
3 BHK Apartment for Sale in Mallapur Hyderabad,,,,,,,"₹
90 Lac",
2 BHK Apartment for Sale in Kushaiguda Hyderabad,,,,,,,"₹
50 Lac",
"2 BHK Builder Floor for Sale in Boduppal, NH 2 2 Hyderabad",,,,,,,"₹
32 Lac",
2 BHK Apartment for Sale in Bahadurpally Hyderabad,,,,,,,"₹
68 Lac",
2 BHK Apartment for Sale in Hitech City Hyderabad,,,,,,,"₹
67 Lac",
3 BHK Apartment for Sale in Shaikpet Hyderabad,,,,,,,"₹
1.80 Cr",
3 BHK Apartment for Sale in Malkajgiri Hyderabad,,,,,,,"₹
87 Lac",
3 BHK Apartment for Sale in Gachibowli Hyderabad,,,,,,,"₹
1.55 Cr",
"2 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad",,,,,,,"₹
68.7 Lac",
"2 BHK Apartment for Sale in Uppal, NH 2 2 Hyderabad",,,,,,,"₹
93.1 Lac",
2 BHK Apartment for Sale in Medchal Hyderabad,,,,,,,"₹
40 Lac",
2 BHK Apartment for Sale in Manikonda Jagir Hyderabad,,,,,,,"₹
87 Lac",
"2 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
1.45 Cr",
2 BHK Apartment for Sale in Jeedimetla Hyderabad,,,,,,,"₹
48 Lac",
2 BHK Apartment for Sale in Himayatnagar Hyderabad,,,,,,,"₹
80 Lac",
2 BHK Apartment for Sale in Huda Complex Mayuri Nagar Hyderabad,,,,,,,"₹
80 Lac",
"3 BHK Villa for Sale in Hafeezpet, NH 9 Hyderabad",,,,,,,"₹
9 Cr",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
1.96 Cr",
"2 BHK House for Sale in Kothur, NH 7 Hyderabad",,,,,,,"₹
60 Lac",
3 BHK House for Sale in NMDC Colony Moula Ali Hyderabad,,,,,,,"₹
93 Lac",
2 BHK Apartment for Sale in Kapra Hyderabad,,,,,,,"₹
49 Lac",
3 BHK Apartment for Sale in Kothaguda Hyderabad,,,,,,,"₹
2.20 Cr",
3 BHK Apartment for Sale in Madhapur Hyderabad,,,,,,,"₹
1.25 Cr",
3 BHK Apartment for Sale in Hitech City Hyderabad,,,,,,,"₹
6.50 Cr",
3 BHK Apartment for Sale in Gachibowli Hyderabad,,,,,,,"₹
2.48 Cr",
3 BHK Apartment for Sale in Gachibowli Hyderabad,,,,,,,"₹
2.90 Cr",
"3 BHK Apartment for Sale in Banjara Hills, NH 9 Hyderabad",,,,,,,"₹
1.53 Cr",
3 BHK Villa for Sale in Mokila Hyderabad,,,,,,,"₹
3 Cr",
2 BHK Apartment for Sale in AS Rao Nagar Hyderabad,,,,,,,"₹
35 Lac",
3 BHK Apartment for Sale in Kompally Hyderabad,,,,,,,"₹
1.05 Cr",
3 BHK Villa for Sale in Bachupally Hyderabad,,,,,,,"₹
2.50 Cr",
3 BHK Apartment for Sale in Ameerpet Hyderabad,,,,,,,"₹
57 Lac",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
1.78 Cr",
3 BHK House for Sale in Rampally Hyderabad,,,,,,,"₹
96 Lac",
3 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
1.86 Cr",
"2 BHK Apartment for Sale in Uppal, NH 2 2 Hyderabad",,,,,,,"₹
54 Lac",
"2 BHK Apartment for Sale in Uppal, NH 2 2 Hyderabad",,,,,,,"₹
78 Lac",
3 BHK Apartment for Sale in Panchavati Colony Hyderabad,,,,,,,"₹
85 Lac",
3 BHK Apartment for Sale in Jubilee Hills Check Post Road Hyderabad,,,,,,,"₹
5.30 Cr",
"3 BHK Apartment for Sale in Alkapur Township, Manikonda, Outer Ring Road Hyderabad",,,,,,,"₹
1.22 Cr",
"2 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",,,,,,,"₹
96.9 Lac",
2 BHK Apartment for Sale in Kowkoor Hyderabad,,,,,,,"₹
34 Lac",
"3 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad",,,,,,,"₹
1.25 Cr",
3 BHK Apartment for Sale in Padmasri Hills Hyderabad,,,,,,,"₹
85 Lac",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
1.90 Cr",
"3 BHK House for Sale in Uppal, NH 2 2 Hyderabad",,,,,,,"₹
2.30 Cr",
2 BHK Apartment for Sale in Tarnaka Hyderabad,,,,,,,"₹
58 Lac",
3 BHK Apartment for Sale in Nagole Hyderabad,,,,,,,"₹
95 Lac",
2 BHK House for Sale in Dammaiguda Hyderabad,,,,,,,"₹
70 Lac",
"2 BHK Apartment for Sale in Miyapur, NH 9 Hyderabad",,,,,,,"₹
1.05 Cr",
3 BHK Apartment for Sale in Rajendranagar Mandal Hyderabad,,,,,,,"₹
1 Cr",
